CLIENT TYPE,CLIENT NUMBER,ACCOUNT NUMBER,SUBACCOUNT NUMBER,EXCHANGE CODE,PRODUCT GROUP CODE,SYMBOL,EXPIRATION DATE,TOTAL_TRANSACTION_AMOUNT
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,6
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-1
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-2
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-3
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-3
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-3
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-3
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-3
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-3
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-4
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-5
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-6
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-6
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-7
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-7
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-7
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-8
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-8
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-9
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-10
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-10
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-10
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-10
CL  ,1234,2,1,SGX ,FU,NK    ,20100910,-10
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,4
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,5
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,5
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,5
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,5
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,5
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,5
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,5
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,6
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,6
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,7
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,8
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,8
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,10
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,10
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,10
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,10
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,10
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,10
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,12
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-1
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-2
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
CL  ,1234,3,1,CME ,FU,NK.   ,20100910,-3
